,0
1986-09-01,52.14643
1986-10-01,52.462469999999996
1986-11-01,52.6995
1986-12-01,52.77851
1987-01-01,52.936530000000005
1987-02-01,53.173559999999995
1987-03-01,53.33158
1987-04-01,53.647619999999996
1987-05-01,53.96366
1987-06-01,54.121669999999995
1987-07-01,54.437709999999996
1987-08-01,54.51671999999999
1987-09-01,54.51671999999999
1987-10-01,54.67474
1987-11-01,54.91177
1987-12-01,54.99078000000001
1988-01-01,55.069790000000005
1988-02-01,55.306819999999995
1988-03-01,55.622859999999996
1988-04-01,55.78088
1988-05-01,56.09692
1988-06-01,56.254940000000005
1988-07-01,56.570980000000006
1988-08-01,56.64999
1988-09-01,56.729
1988-10-01,57.04504
1988-11-01,57.12405
1988-12-01,57.12405
1989-01-01,57.44008
1989-02-01,57.83513000000001
1989-03-01,58.15116999999999
1989-04-01,58.30919
1989-05-01,58.941269999999996
1989-06-01,59.1783
1989-07-01,59.57335
1989-08-01,59.652359999999994
1989-09-01,59.73137
1989-10-01,59.9684
1989-11-01,60.126419999999996
1989-12-01,60.126419999999996
1990-01-01,60.600480000000005
1990-02-01,60.99551999999999
1990-03-01,61.23255
1990-04-01,61.23255
1990-05-01,61.548590000000004
1990-06-01,61.785619999999994
1990-07-01,62.02265
1990-08-01,62.101659999999995
1990-09-01,62.25968
1990-10-01,62.81275
1990-11-01,63.20779
1990-12-01,63.128780000000006
1991-01-01,64.78799000000001
1991-02-01,64.78799000000001
1991-03-01,65.02502
1991-04-01,65.02502
1991-05-01,65.34106
1991-06-01,65.6571
1991-07-01,65.73611
1991-08-01,65.81512
1991-09-01,65.6571
1991-10-01,65.57809
1991-11-01,65.81512
1991-12-01,65.49908
1992-01-01,65.81512
1992-02-01,65.81512
1992-03-01,66.05215
1992-04-01,66.13116
1992-05-01,66.21016999999999
1992-06-01,66.36819
1992-07-01,66.52620999999999
1992-08-01,66.52620999999999
1992-09-01,66.52620999999999
1992-10-01,66.60521999999999
1992-11-01,66.92126
1992-12-01,66.92126
1993-01-01,67.15828
1993-02-01,67.39531
1993-03-01,67.3163
1993-04-01,67.3163
1993-05-01,67.47431999999999
1993-06-01,67.47431999999999
1993-07-01,67.63234
1993-08-01,67.71135
1993-09-01,67.71135
1993-10-01,67.86936999999999
1993-11-01,68.18541
1993-12-01,68.02739
1994-01-01,68.02739
1994-02-01,67.47431999999999
1994-03-01,67.47431999999999
1994-04-01,67.47431999999999
1994-05-01,67.3163
1994-06-01,67.47431999999999
1994-07-01,67.71135
1994-08-01,67.79035999999999
1994-09-01,67.86936999999999
1994-10-01,67.71135
1994-11-01,68.1064
1994-12-01,68.18541
1995-01-01,68.42244000000001
1995-02-01,68.73848000000001
1995-03-01,68.8965
1995-04-01,69.13353000000001
1995-05-01,69.29155
1995-06-01,69.29155
1995-07-01,69.44955999999999
1995-08-01,69.29155
1995-09-01,69.37055
1995-10-01,69.29155
1995-11-01,69.52857
1995-12-01,69.37055
1996-01-01,69.52857
1996-02-01,69.60758
1996-03-01,69.92362
1996-04-01,70.08164000000001
1996-05-01,70.31867
1996-06-01,70.31867
1996-07-01,70.31867
1996-08-01,70.31867
1996-09-01,70.39768000000001
1996-10-01,70.5557
1996-11-01,70.87174
1996-12-01,70.87174
1997-01-01,71.02976
1997-02-01,71.18778
1997-03-01,71.26679
1997-04-01,71.26679
1997-05-01,71.3458
1997-06-01,71.50381999999999
1997-07-01,71.50381999999999
1997-08-01,71.58283
1997-09-01,71.58283
1997-10-01,71.58283
1997-11-01,71.50381999999999
1997-12-01,71.42481
1998-01-01,71.81985
1998-02-01,71.89886
1998-03-01,71.97787
1998-04-01,71.89886
1998-05-01,72.13589
1998-06-01,72.2149
1998-07-01,72.2149
1998-08-01,72.2149
1998-09-01,72.05688
1998-10-01,72.37292
1998-11-01,72.37292
1998-12-01,72.13589
1999-01-01,72.29391
1999-02-01,72.37292
1999-03-01,72.68896
1999-04-01,73.08400999999999
1999-05-01,73.24203
1999-06-01,73.40005
1999-07-01,73.55807
1999-08-01,73.71609000000001
1999-09-01,73.95312
1999-10-01,74.03213000000001
1999-11-01,73.95312
1999-12-01,74.03213000000001
2000-01-01,73.87411
2000-02-01,74.34817
2000-03-01,74.90124
2000-04-01,74.66421
2000-05-01,74.98025
2000-06-01,75.45430999999999
2000-07-01,75.69134
2000-08-01,75.61233
2000-09-01,75.92837
2000-10-01,76.08639000000001
2000-11-01,76.32341
2000-12-01,76.40241999999999
2001-01-01,76.08639000000001
2001-02-01,76.48143
2001-03-01,76.71846
2001-04-01,77.27153
2001-05-01,77.90361
2001-06-01,77.98262
2001-07-01,77.74559
2001-08-01,77.74559
2001-09-01,77.90361
2001-10-01,77.50856
2001-11-01,76.79746999999999
2001-12-01,76.95549
2002-01-01,77.11350999999999
2002-02-01,77.58757
2002-03-01,78.14064
2002-04-01,78.61469
2002-05-01,78.77271
2002-06-01,78.93073000000001
2002-07-01,79.40479
2002-08-01,79.72083
2002-09-01,79.72083
2002-10-01,79.95786
2002-11-01,80.19489
2002-12-01,79.87885
2003-01-01,80.58994
2003-02-01,81.22202
2003-03-01,81.45905
2003-04-01,80.90598
2003-05-01,80.98499
2003-06-01,80.98499
2003-07-01,81.064
2003-08-01,81.30103000000001
2003-09-01,81.45905
2003-10-01,81.22202
2003-11-01,81.45905
2003-12-01,81.53806
2004-01-01,81.61707
2004-02-01,81.77509
2004-03-01,82.09113
2004-04-01,82.24915
2004-05-01,82.96023000000001
2004-06-01,83.03924
2004-07-01,82.96023000000001
2004-08-01,82.80221999999999
2004-09-01,82.96023000000001
2004-10-01,83.11825
2004-11-01,83.43429
2004-12-01,83.27627
2005-01-01,83.19726
2005-02-01,83.5133
2005-03-01,83.98736
2005-04-01,84.22439
2005-05-01,84.3034
